index,Year,Country Code,GDP,Population,Urban Population,Ecological Footprint,Biocapacity,Temperature,Precipitation,CO2,CH4,Water Vapor,Aerosol
31,2021,76,1813987018811,215278000,87.3,561897274.8349050,1798261595.3252300,296.3743443,5.59E-05,0.0004201508905,1.95E-06,36.17780214,0.1149676073
32,2021,152,265389172970,18605000,87.8,82850834.76638130,62871093.07471010,285.312877,3.12E-05,0.0004201499497,1.95E-06,13.48456538,0.08040023948
33,2021,156,15855942990385,1428481000,62.5,6299061722.36158,1379189934.2469200,281.2004074,2.32E-05,0.0004201473449,1.95E-06,14.855561,0.2949340098
34,2021,170,321005894175,50576000,81.7,94835517.61364920,171748177.00634200,298.5556087,8.34E-05,0.00042014986,1.95E-06,45.87218697,0.1326212302
35,2021,356,2719858771731,1397423000,35.4,1788886661.2251700,607658387.1606070,290.8082225,2.46E-05,0.0004201485159,1.95E-06,23.28275539,0.4168160265
36,2021,360,1079854239407,274854000,57.3,500835745.590237,339321561.34163700,300.8985889,9.01E-05,0.0004201492527,1.95E-06,52.69000065,0.1204166627
37,2021,376,346886808788,8842000,92.7,43804133.54335700,1719327.2908662900,292.0898101,1.78E-05,0.0001747517381,8.09E-07,16.22611137,0.191356076
38,2021,682,746326635855,35263000,84.5,174718035.54636900,14017069.609359600,298.4973452,4.87E-06,0.000420145623,1.95E-06,16.16099258,0.3190163851
39,2021,710,344983951926,59366000,67.8,225298797.69856900,57579706.08357830,293.6312697,2.32E-05,0.0004201469246,1.95E-06,20.25993426,0.1242360638
40,2021,100,58500679589,6892000,76.0,26563125.87302530,23125330.56532320,283.4496602,2.9E-05,0.0004201503936,1.95E-06,16.15153709,0.1607166091
41,2021,642,221383936514,19295000,54.3,73174216.5190479,61612468.73148820,282.0149932,3.14E-05,0.0004201519628,1.95E-06,15.55579062,0.1527510017
42,2022,36,1577788719425,25996000,86.5,187008183.14242500,294326871.1014070,295.5996723,1.75E-05,0.0004235576441,1.96E-06,23.92205163,0.08880120715
43,2022,40,418240500043,8820000,59.3,57419836.03376490,23518424.006974500,282.9110995,2.94E-05,0.0004235556793,1.96E-06,15.36097459,0.1305327895
44,2022,56,500785743534,11711000,98.2,84098850.90855600,9020402.018800390,284.7334114,2.81E-05,0.0004235566665,1.96E-06,16.63734021,0.1182547544
45,2022,124,1696452361073,38242000,81.8,313286416.0746150,548407724.1869910,273.4946758,2.6E-05,0.0004235640745,1.96E-06,11.47886264,0.06785436034
46,2022,203,217525081083,10632000,74.4,60699411.42277970,25784993.44483940,283.3358722,2.61E-05,0.0004235584558,1.96E-06,16.09431329,0.1371392478
47,2022,208,347370597891,5842000,88.4,40332703.06379480,22616725.169778300,279.6737706,3.98E-05,0.0004235640804,1.96E-06,12.95845232,0.09644827795
48,2022,246,261282366476,5617000,85.7,33689019.66818760,67331456.47201300,276.1099803,2.42E-05,0.0004235764177,1.96E-06,11.45084831,0.09656500056
49,2022,250,2633702478236,66182000,81.5,292089787.4759020,159592867.84271100,284.7337583,3.4E-05,0.0004235562175,1.96E-06,16.36778304,0.1114113666
50,2022,276,3675716735392,82592000,77.6,388350523.2311460,120371291.4627750,283.6351663,3.1E-05,0.0004235593661,1.96E-06,16.00397187,0.1232116713
51,2022,300,203376957092,11045000,80.4,43426486.30746010,13960900.20975870,287.1797807,3.35E-05,0.0004235539736,1.96E-06,17.51213731,0.1927517248
52,2022,348,153457085628,9551000,72.6,36699881.17989670,26846222.77675550,282.4378558,2.61E-05,0.0004235590856,1.96E-06,15.38064619,0.1565759675
54,2022,372,418624852618,4962000,64.2,25869235.009215400,14787245.684631200,283.9863338,4.85E-05,0.0004235584205,1.96E-06,15.98024223,0.1308964288
55,2022,380,1900008878852,58937000,71.7,266077513.9099590,50884981.02895590,284.7670437,3.73E-05,0.0004235548996,1.96E-06,15.46858326,0.118368754
56,2022,392,4572786126608,125697000,92.0,606822745.4963740,73417989.08774850,282.8754208,4.21E-05,0.0004235634314,1.96E-06,18.31498057,0.2847329266
57,2022,410,1729778539247,51817000,81.4,342797318.488683,32831078.04927380,284.4045623,2.83E-05,0.0004235639533,1.96E-06,17.30474832,0.4410826484
58,2022,442,73029388779,619000,91.9,7740699.596112510,701102.3719310350,284.9734192,3.22E-05,0.0004235582265,1.96E-06,16.97926462,0.1198381979
59,2022,484,1246685884420,136869000,81.3,319592181.5405800,146341022.79868300,295.6300314,3.41E-05,0.0004235590168,1.96E-06,28.94636504,0.09645082287
60,2022,528,858558365041,17278000,92.9,107419435.3150130,13172131.982405400,284.1905799,3.06E-05,0.0004235569303,1.96E-06,16.2663026,0.1199644259
61,2022,554,221666485777,4916000,86.9,25726614.183121600,41644390.27675530,288.4680587,3.08E-05,0.000423559184,1.96E-06,18.52179621,0.08300610598
62,2022,578,433047349467,5551000,83.7,30717075.659063900,37026979.39173310,277.8375711,2.82E-05,0.000423573098,1.96E-06,11.77930854,0.0978370815
63,2022,616,602061530806,37741000,60.1,183296098.0347060,76639191.89759260,282.6029116,2.6E-05,0.0004235615316,1.96E-06,15.47922687,0.12884246
64,2022,620,223094478301,10148000,67.4,48802493.398099500,13550289.138045200,287.5515207,3.5E-05,0.0004235608014,1.96E-06,18.93261172,0.113434683
66,2022,724,1327891884081,46424000,81.3,256705138.953524,69914465.1229741,287.3627268,3.23E-05,0.0004235603574,1.96E-06,18.50853688,0.1057172348
67,2022,752,570913443589,10252000,88.5,60122423.207372300,90504723.67838020,278.3301589,2.86E-05,0.0004235721583,1.96E-06,12.28026259,0.09047829139
68,2022,756,781766353836,8790000,74.1,37652258.509168000,8577517.417219890,293.2873904,3.36E-05,0.0004235607509,1.96E-06,25.90124303,0.1629591611
69,2022,792,1109218109937,85019000,77.0,294516876.71571600,111013897.45940500,285.6246451,2.88E-05,0.0004235585568,1.96E-06,15.65967368,0.2147850382
70,2022,826,3231091335228,68057000,84.4,274259161.3125690,71849320.75159390,283.9673436,3.84E-05,0.0004235580124,1.96E-06,15.76041997,0.1207154599
71,2022,840,21335428549329,336150000,83.1,2851819459.3884300,1115288560.7839400,286.6977748,3.65E-05,0.0004235573521,1.96E-06,18.93224793,0.08094437599
72,2022,32,555946287504,46313000,92.3,151314534.12596100,297330508.8792330,287.3803637,2.6E-05,0.0004235560947,1.96E-06,16.55388357,0.0916185968
73,2022,76,1859477344881,216636000,87.6,570229910.9782140,1794702148.3456000,296.8581816,5.02E-05,0.00042355791,1.96E-06,36.36978834,0.1190427577
74,2022,152,274793585869,18734000,87.9,83865627.48620900,62939803.029065400,285.5532386,2.93E-05,0.0004235548266,1.96E-06,13.3367875,0.07696286301
75,2022,156,16776002016475,1431850000,63.6,6520203941.456270,1391960578.6368100,280.937887,2.52E-05,0.0004235637116,1.96E-06,15.34585537,0.3080012618
76,2022,170,332387750803,50917000,82.1,94479664.22919720,171769524.6953400,299.284385,8.8E-05,0.000423560029,1.96E-06,47.34520698,0.1362089679
77,2022,356,2978985990817,1411415000,35.9,1837083510.347290,614997486.2619720,290.8282802,2.69E-05,0.0004235632562,1.96E-06,24.4799202,0.4029324701
78,2022,360,1135389552093,277425000,57.9,513087475.60680000,339818878.8310810,300.9917682,9.25E-05,0.0004235601458,1.96E-06,54.27286636,0.1239565315
79,2022,376,362661510906,8969000,92.8,42434499.55427340,1752548.2468137200,293.6396149,1.29E-05,0.0002117060406,9.81E-07,17.24993367,0.2110558119
80,2022,682,774467507888,35796000,84.7,173864625.43429300,14094036.342212800,299.4235259,4.39E-06,0.0004235589869,1.96E-06,16.46288672,0.3340254896
81,2022,710,353614686607,59996000,68.3,228168759.9462810,57525427.870436800,294.0345854,2.15E-05,0.0004235588324,1.96E-06,20.18696118,0.1214087835
82,2022,100,61096253573,6844000,76.4,25854627.334163000,23210992.784827000,284.6574549,3.05E-05,0.0004235586257,1.96E-06,17.07093717,0.1775572012
83,2022,642,231519997107,19202000,54.5,73974861.79487720,62918193.47683720,282.920744,2.7E-05,0.0004235613357,1.96E-06,15.87484223,0.162253638
84,2023,36,1627149154533,26287000,86.6,189030870.45013100,294105593.18273600,295.6283471,1.77E-05,0.000427031575,1.98E-06,23.03226848,0.0949524064
85,2023,40,426568646212,8841000,59.5,57874669.27062220,23377944.345953200,283.5094531,2.64E-05,0.0004270220403,1.98E-06,16.43123106,0.1443021708
86,2023,56,509084588836,11749000,98.2,84778604.69255890,8900014.294647910,284.5969336,3.01E-05,0.0004270212676,1.98E-06,17.28154319,0.1281515883
87,2023,124,1735498764780,38557000,81.9,315802410.79624900,546199872.9157360,272.515704,2.56E-05,0.0004270384357,1.98E-06,10.80761783,0.06603327732
88,2023,203,225269313796,10628000,74.6,60818072.23053440,25553787.38825880,283.748014,2.15E-05,0.0004270232646,1.98E-06,16.70555213,0.1394949602
89,2023,208,353978119471,5866000,88.5,40654735.64242030,22672640.133383600,278.7910224,3.9E-05,0.0004270262708,1.98E-06,12.87178764,0.08532006775
90,2023,246,265384848524,5635000,85.8,33623207.729016600,67332046.72435190,275.8867289,2.36E-05,0.000427027137,1.98E-06,11.24760057,0.08951194398
91,2023,250,2684885668122,66405000,81.8,295489378.42695900,160225128.31580800,284.9702195,3.46E-05,0.0004270222225,1.98E-06,17.47947685,0.1326438886
92,2023,276,3746094062385,82557000,77.8,388543161.0990710,122910621.53732500,283.7060386,3.05E-05,0.0004270229306,1.98E-06,16.55222992,0.128155615
93,2023,300,210427479107,11012000,80.7,43681042.66722060,13054398.835203900,288.1683752,2.64E-05,0.0004270357684,1.98E-06,17.26360928,0.1960053528
94,2023,348,159484684245,9515000,72.9,36698360.18405760,26616102.957712300,283.1240342,2.7E-05,0.0004270226889,1.98E-06,16.38035578,0.1630797165
96,2023,372,432954893719,4997000,64.5,26361831.29542420,14881495.11353050,283.6661821,3.98E-05,0.0004270189863,1.98E-06,15.54483026,0.116937811
97,2023,380,1931788460629,58833000,72.0,267619971.2966440,50563732.92609010,285.4657784,4.27E-05,0.0004270241442,1.98E-06,16.79969246,0.1472737954
98,2023,392,4623373200267,125259000,92.0,615637163.7912540,73079546.46413520,283.6047441,4.41E-05,0.0004270315879,1.98E-06,19.29694721,0.2671827971
99,2023,410,1781043181868,51959000,81.5,348310293.2487450,32890831.596133200,285.0142538,2.83E-05,0.0004270394449,1.98E-06,18.09633691,0.3893071187
100,2023,442,75150531236,627000,92.1,7842047.37371985,706560.6558454370,285.0898433,3.15E-05,0.0004270261723,1.98E-06,17.98517617,0.1357988163
101,2023,484,1305931729746,138323000,81.6,323411283.0959610,146462908.95077900,296.2519697,3.18E-05,0.0004270301373,1.98E-06,30.31528604,0.09874380586
102,2023,528,876367706456,17325000,93.2,109242519.16852600,13274235.7668104,283.9932561,3.23E-05,0.0004270214837,1.98E-06,16.62754122,0.1233256932
103,2023,554,227825902558,4955000,87.0,25945770.169775600,41674225.24434920,288.2282817,3.91E-05,0.0004270309675,1.98E-06,18.16102072,0.09228266087
104,2023,578,439686599270,5604000,84.0,30769703.564341300,37046447.553350600,277.4348698,2.74E-05,0.0004270276044,1.98E-06,11.57524675,0.08961832515
105,2023,616,621007387295,37627000,60.2,182787544.9220780,76780758.52758320,282.6206608,2.6E-05,0.0004270228307,1.98E-06,15.81114115,0.1236412001
106,2023,620,230398898603,10114000,67.9,49469285.37230350,13585852.762891300,287.0583698,4.35E-05,0.0004270303588,1.98E-06,19.311346,0.1341885887
108,2023,724,1363452999855,46387000,81.6,257750568.5809060,70678091.95794400,286.890505,3.8E-05,0.0004270288492,1.98E-06,18.91793251,0.1238754513
109,2023,752,584365105535,10315000,88.7,60060982.545388400,90684749.12548560,277.6948786,2.77E-05,0.0004270281232,1.98E-06,11.99204232,0.08285215022
110,2023,756,796185019870,8846000,74.2,37820354.58036410,8618652.20321938,294.2101428,2.19E-05,0.0003915482885,1.82E-06,24.85784123,0.1679067009
111,2023,792,1169346244083,85404000,77.5,298775517.6508230,110469366.60872200,286.0094005,2.3E-05,0.0004270278947,1.98E-06,15.10448092,0.1905555865
112,2023,826,3306273335479,68405000,84.6,272825966.68132800,71083129.06103800,283.6595075,3.51E-05,0.0004270201419,1.98E-06,15.80399085,0.1156790472
113,2023,840,21747914508812,338524000,83.3,2885705453.2125300,1127134344.0993400,286.2733508,3.68E-05,0.0004270308664,1.98E-06,19.33352679,0.0803360641
114,2023,32,581763680201,46707000,92.5,152879655.95104100,291528277.68151400,287.4366824,2.34E-05,0.0004270338724,1.98E-06,15.8862819,0.09183615353
115,2023,76,1914931528740,217937000,87.8,579700558.9052160,1791609014.9516200,296.6664761,5.54E-05,0.0004270315438,1.98E-06,36.79285392,0.1154594109
116,2023,152,285077084718,18859000,88.0,85000511.02222810,63224873.11825700,285.5500862,2.87E-05,0.0004270326158,1.98E-06,13.03798272,0.07938962902
117,2023,156,17603172533183,1434676000,64.6,6834219177.528890,1412754565.5790400,281.5070785,2.43E-05,0.0004270324624,1.98E-06,15.28035807,0.2930971026
118,2023,170,343329802238,51244000,82.4,97045351.49190020,169480921.6168960,299.0175159,9.37E-05,0.0004270288638,1.98E-06,47.62331579,0.1357258795
119,2023,356,3235543252514,1425158000,36.4,1884911791.2165900,622222582.0093490,291.0081461,2.59E-05,0.0004270287536,1.98E-06,23.98885727,0.4175649688
120,2023,360,1219200094247,279934000,58.6,521770014.1988160,341484925.520258,301.0649588,8.63E-05,0.0004270303456,1.98E-06,53.3917408,0.1300130586
121,2023,376,373646241387,9096000,92.9,42419175.16356970,1707663.2921776100,293.9393517,1.11E-05,0.0002135149771,9.9E-07,16.70750043,0.1864874314
122,2023,682,805162296752,36311000,85.0,179015485.1095540,14173128.480766900,299.3674433,3.97E-06,0.0004270287538,1.98E-06,16.09251366,0.3106891605
123,2023,710,371698762354,60611000,68.8,231081282.21918600,57797426.918987200,294.0854925,2.28E-05,0.0004270287719,1.98E-06,20.42261164,0.1150101612
124,2023,100,63587882889,6794000,76.7,26274035.447516500,23428652.545231200,285.8441206,2.39E-05,0.0004270259035,1.98E-06,17.83179066,0.1870714938
125,2023,642,241361314149,19110000,54.7,79508656.46840310,66134465.59950880,283.9013553,2.77E-05,0.0004270231954,1.98E-06,17.00469681,0.1734239455
126,2024,36,1674265222110,26573000,86.8,191071870.0164010,294447258.5773710,295.410258,1.8E-05,0.0004305660839,2E-06,23.50675266,0.09478025962
127,2024,40,432115945943,8861000,59.8,57603767.452990700,23318682.291220000,283.9725973,3.21E-05,0.0004305520889,2E-06,17.00505207,0.1330514391
128,2024,56,515505316558,11784000,98.2,84841180.32461670,8880833.343764690,285.3357766,2.94E-05,0.0004305567791,2E-06,17.89602925,0.1191830115
129,2024,124,1767389954618,38867000,82.0,318175771.654359,547669307.8151850,272.8111333,2.6E-05,0.0004305604978,2E-06,11.40523147,0.06614713323
130,2024,203,231552232316,10622000,74.7,60913950.21684690,25828088.655805800,284.6169432,2.84E-05,0.0004305560991,2E-06,17.70615177,0.1410942499
131,2024,208,359439721371,5890000,88.6,40934549.17372920,22607361.87421480,280.0361177,4.06E-05,0.0004305473489,2E-06,13.90240879,0.09367097997
132,2024,246,268692761650,5653000,85.9,33585188.19601210,67184201.96030630,275.9511666,2.63E-05,0.0004305497743,2E-06,11.52866057,0.09494723292
133,2024,250,2722126974801,66625000,82.0,294290257.20947100,163332711.0326940,285.1159668,3.26E-05,0.0004305574725,2E-06,17.29590531,0.1145827001
134,2024,276,3786265810310,82506000,77.9,388735798.96699500,126690471.92425900,284.3994384,3.33E-05,0.0004305538399,2E-06,17.36711631,0.1264651743
135,2024,300,216273076871,10978000,81.0,44018748.7419901,13400441.28002150,288.0619185,3.02E-05,0.0004305508673,2E-06,17.98291609,0.2021918528
136,2024,348,164567068329,9477000,73.2,36708442.67512350,25354167.88997360,283.97845,2.92E-05,0.000430548795,2E-06,17.14558984,0.1598807405
138,2024,372,445083889951,5031000,64.8,26367471.407175600,14790186.225662000,284.384447,4.55E-05,0.0004305551843,2E-06,16.94533512,0.1252698596
139,2024,380,1950344950834,58728000,72.3,269131612.5292790,50048469.7034104,285.4080121,3.56E-05,0.0004305480331,2E-06,16.47670083,0.1295200237
140,2024,392,4657995399665,124796000,92.1,616773783.6505070,72754673.43851280,282.9923899,3.75E-05,0.0004305624517,2E-06,18.22858788,0.2574073282
141,2024,410,1828495775078,52093000,81.5,353943401.7346330,32762773.28653620,284.9901562,2.2E-05,0.0004305478442,2E-06,17.44660846,0.3820770898
142,2024,442,77172093779,634000,92.3,7830440.203505800,700687.3654138360,285.6420288,3.43E-05,0.0004305564103,2E-06,18.489334,0.1256514224
143,2024,484,1362203381416,139744000,81.9,327273084.0054350,146581256.47275600,296.1268407,3.55E-05,0.0004305609576,2E-06,30.46855261,0.09606206582
144,2024,528,890045316002,17371000,93.5,110886301.45854800,13001448.72926290,284.7792559,3.08E-05,0.0004305554363,2E-06,17.38410831,0.1184583589
145,2024,554,233318625068,4994000,87.1,26165046.745897000,41696134.920633300,287.1789633,3.59E-05,0.0004305625601,2E-06,16.72571114,0.09131236361
146,2024,578,444831829987,5656000,84.3,30806327.66892530,37065577.04009260,277.7369047,3.13E-05,0.0004305485768,2E-06,12.04868767,0.09674335792
147,2024,616,636713038902,37504000,60.3,186699183.01984100,76058993.68622510,284.0520414,2.9E-05,0.0004305536043,2E-06,17.12377356,0.136887724
148,2024,620,236073331024,10081000,68.4,49810948.41815180,13620971.712515300,287.2057517,3.39E-05,0.0004305645016,2E-06,18.70422886,0.114560167
150,2024,724,1389265378856,46346000,81.8,253172634.3444490,71233226.82997830,286.8845889,2.96E-05,0.0004305631379,2E-06,18.06064834,0.1012843316
151,2024,752,596215985689,10376000,89.0,60052678.758744300,90176515.79384790,278.3599188,3.06E-05,0.0004305488146,2E-06,12.80991527,0.08986109625
152,2024,756,808646039093,8901000,74.3,38010991.7369623,8634208.221237110,293.7006868,2.21E-05,0.0003590515892,1.67E-06,24.99327171,0.1597782765
153,2024,792,1233220540438,85752000,77.9,303023966.6789130,111349665.50852700,285.9138399,2.8E-05,0.0004305567474,2E-06,15.62184215,0.2036604571
154,2024,826,3355774377809,68745000,84.9,271864557.539165,71155970.46865600,284.4140029,3.86E-05,0.0004305533553,2E-06,16.89563799,0.1172056439
155,2024,840,22091941121638,340895000,83.5,2921895042.311270,1121841530.450630,286.5897439,3.62E-05,0.0004305598726,2E-06,19.58972371,0.07906558398
156,2024,32,606793424786,47096000,92.6,155447660.32863200,294521480.2789870,287.5017913,2.5E-05,0.0004305605773,2E-06,16.47566256,0.08909937905
157,2024,76,1968784154830,219182000,88.0,582253885.6225030,1790155782.4495000,296.5998318,5.35E-05,0.0004305639629,2E-06,36.44505257,0.1161129277
158,2024,152,294222800414,18981000,88.1,86130587.2612042,63180052.208385400,285.5737538,3.07E-05,0.0004305613287,2E-06,13.69056925,0.07981040614
159,2024,156,18392531009467,1436995000,65.5,7025615722.614220,1426849887.8412200,281.2506904,2.35E-05,0.0004305586311,2E-06,15.21197712,0.3009078573
160,2024,170,354018674303,51556000,82.7,99692016.23166760,170883504.79516300,298.9756817,8.93E-05,0.0004305634905,2E-06,46.88985034,0.1320500664
161,2024,356,3481014268372,1438635000,36.9,1932855903.1905200,629452532.440678,290.7692436,2.55E-05,0.0004305544656,2E-06,24.26325624,0.4262890637
162,2024,360,1302970494595,282377000,59.2,540666935.7616390,343818142.55741600,300.9277545,9.03E-05,0.0004305630784,2E-06,54.04036288,0.1310625279
163,2024,376,383699885394,9222000,92.9,42399851.74538570,1692098.2770368500,293.6190099,1.72E-05,0.0001075210942,4.99E-07,17.24356804,0.2161879146
164,2024,682,833224434920,36809000,85.2,180338800.54966000,14252626.530548800,298.8321573,4.7E-06,0.0004305628059,2E-06,16.85668949,0.3094280076
165,2024,710,389877226934,61209000,69.3,234024278.39982100,57838795.79951560,293.7119025,2.2E-05,0.0004305641952,2E-06,19.99988222,0.1140549464
166,2024,100,65625154915,6745000,77.0,26361291.55303730,23305674.101701000,285.9461856,2.96E-05,0.0004305431505,2E-06,18.62327455,0.1993011636
167,2024,642,249858926034,19019000,54.9,84049127.46992820,64240629.327107700,284.5839214,2.71E-05,0.0004305482878,2E-06,17.75194296,0.1739434971
168,2025,36,1720269398940,26857000,86.9,192960417.89012600,293832587.1103770,295.3515857,1.91E-05,0.0004341596625,2.02E-06,24.0674451,0.0957722523
169,2025,40,436729597129,8879000,60.1,58719019.81329280,23208557.15049260,283.8590816,3.26E-05,0.0004341552338,2.02E-06,16.63533897,0.1252389833
170,2025,56,521717792946,11819000,98.3,85505265.04145390,8999730.839805110,285.1917325,3.4E-05,0.0004341591306,2.02E-06,18.0016014,0.1210527441
171,2025,124,1796820091030,39173000,82.1,320460851.7465040,547892865.5790890,273.1140496,2.51E-05,0.0004341564263,2.02E-06,11.30029829,0.06749464255
172,2025,203,237126044351,10613000,74.9,60994375.82516650,26002459.45315880,284.1371402,2.83E-05,0.0004341580272,2.02E-06,17.06898162,0.1302625889
173,2025,208,364498323909,5913000,88.8,41177678.650373300,22602162.8974084,279.4447133,4.57E-05,0.0004341513547,2.02E-06,13.44796871,0.09502128798
174,2025,246,271835118092,5669000,86.0,33563224.3258073,67389106.74335450,275.1701154,2.47E-05,0.0004341481675,2.02E-06,11.20610947,0.09522112723
175,2025,250,2756057663984,66842000,82.3,297220270.3916360,165737920.39264900,285.6620581,3.26E-05,0.0004341572194,2.02E-06,17.72544287,0.1114599018
176,2025,276,3815636566004,82455000,78.0,388928436.8349200,128142830.61493400,284.2066588,3.65E-05,0.0004341554458,2.02E-06,17.1434004,0.1241077492
177,2025,300,221600259979,10945000,81.3,44401161.796554,13388700.055332800,287.3774779,2.52E-05,0.0004341547187,2.02E-06,16.16650539,0.1500966492
178,2025,348,168999604324,9439000,73.5,36715059.52304480,26387457.960421700,283.2380569,2.87E-05,0.0004341575738,2.02E-06,16.06938418,0.1377733865
180,2025,372,456680240723,5064000,65.1,26834351.73414140,14713742.356986800,283.858374,5.39E-05,0.0004341547655,2.02E-06,16.33636445,0.1331947569
181,2025,380,1966072997467,58623000,72.6,270820507.711109,50265955.79946460,285.7288806,3.01E-05,0.0004341569674,2.02E-06,15.93291694,0.1019766025
182,2025,392,4685166418636,124310000,92.2,621455503.1890820,72444188.1678766,282.7047974,4.16E-05,0.0004341546164,2.02E-06,18.2602625,0.2854668613
183,2025,410,1870745020247,52219000,81.6,359507673.8065120,32782477.89735000,285.2642648,3.54E-05,0.000434142689,2.02E-06,18.02886772,0.4420174202
184,2025,442,78982106848,642000,92.4,7922646.052004770,688862.8465966410,285.6657384,3.84E-05,0.000434158281,2.02E-06,18.68467491,0.1243911008
185,2025,484,1412127401190,141132000,82.1,331507389.0613210,146701241.97326400,296.0532838,3.84E-05,0.0004341587513,2.02E-06,30.34747426,0.09924216096
186,2025,528,902179254556,17414000,93.7,112383668.4424930,13117643.187167700,284.5523043,3.57E-05,0.0004341584634,2.02E-06,17.3144352,0.1215913702
187,2025,554,238493240301,5032000,87.2,26384307.155548100,41635620.00570000,287.779061,3.77E-05,0.0004341572325,2.02E-06,17.92579978,0.08900405865
188,2025,578,450407523453,5707000,84.6,30829907.69385210,37084786.01933620,277.3842699,3.03E-05,0.0004341521781,2.02E-06,11.82850254,0.09723924054
