index,Year,Country Code,GDP,Population,Urban Population,Ecological Footprint,Biocapacity,Temperature,Precipitation,CO2,CH4,Water Vapor,Aerosol
57,2022,410,1729778539247,51817000,81.4,342797318.488683,32831078.04927380,284.9614575,3.19E-05,0.0004211584317,1.88E-06,18.53173542,0.2914001198
58,2022,442,73029388779,619000,91.9,7740699.596112510,701102.3719310350,285.8486968,3.4E-05,0.0004211538827,1.88E-06,18.93738882,0.1177970423
59,2022,484,1246685884420,136869000,81.3,319592181.5405800,146341022.79868300,296.387008,2.81E-05,0.0004211523913,1.88E-06,28.86345322,0.07867336362
60,2022,528,858558365041,17278000,92.9,107419435.3150130,13172131.982405400,284.8001321,3.16E-05,0.0004211545292,1.88E-06,17.72695412,0.1149983915
61,2022,554,221666485777,4916000,86.9,25726614.183121600,41644390.27675530,287.6898342,3.68E-05,0.000421150571,1.88E-06,18.02759682,0.08279713621
62,2022,578,433047349467,5551000,83.7,30717075.659063900,37026979.39173310,278.2788486,3.27E-05,0.0004211593846,1.88E-06,12.66998388,0.09677799601
63,2022,616,602061530806,37741000,60.1,183296098.0347060,76639191.89759260,283.7064342,2.93E-05,0.0004211601286,1.88E-06,16.75538473,0.1251983755
64,2022,620,223094478301,10148000,67.4,48802493.398099500,13550289.138045200,287.8464853,2.94E-05,0.0004211516954,1.88E-06,19.0077619,0.124637783
66,2022,724,1327891884081,46424000,81.3,256705138.953524,69914465.1229741,287.7535706,2.72E-05,0.0004211510773,1.88E-06,18.44950227,0.1156260935
67,2022,752,570913443589,10252000,88.5,60122423.207372300,90504723.67838020,278.8400637,3.27E-05,0.0004211605135,1.88E-06,13.26675671,0.09209313379
68,2022,756,781766353836,8790000,74.1,37652258.509168000,8577517.417219890,294.0200946,2.86E-05,0.000386155356,1.72E-06,24.67540713,0.1447302176
69,2022,792,1109218109937,85019000,77.0,294516876.71571600,111013897.45940500,285.3451914,2.78E-05,0.0004211589413,1.88E-06,15.19066778,0.1554378633
70,2022,826,3231091335228,68057000,84.4,274259161.3125690,71849320.75159390,284.3515399,4.21E-05,0.0004211501902,1.88E-06,17.28900229,0.1208621497
71,2022,840,21335428549329,336150000,83.1,2851819459.3884300,1115288560.7839400,286.952121,3.43E-05,0.0004211497984,1.88E-06,19.10716926,0.06774045381
72,2022,32,555946287504,46313000,92.3,151314534.12596100,297330508.8792330,287.2746887,2.63E-05,0.0004211534898,1.88E-06,16.1578431,0.08029624495
73,2022,76,1859477344881,216636000,87.6,570229910.9782140,1794702148.3456000,296.668038,5.63E-05,0.0004211510323,1.88E-06,36.65718269,0.1044231586
74,2022,152,274793585869,18734000,87.9,83865627.48620900,62939803.029065400,285.3147562,3.13E-05,0.0004211511496,1.88E-06,13.34567829,0.07240350575
75,2022,156,16776002016475,1431850000,63.6,6520203941.456270,1391960578.6368100,281.5349236,2.45E-05,0.0004211486672,1.88E-06,15.15797541,0.2314148534
76,2022,170,332387750803,50917000,82.1,94479664.22919720,171769524.6953400,298.9084435,9.98E-05,0.0004211522707,1.88E-06,48.46479524,0.115916062
77,2022,356,2978985990817,1411415000,35.9,1837083510.347290,614997486.2619720,290.9976328,2.68E-05,0.0004211524865,1.88E-06,23.78754959,0.3647452845
78,2022,360,1135389552093,277425000,57.9,513087475.60680000,339818878.8310810,301.1856049,9.63E-05,0.0004211517274,1.88E-06,54.37463477,0.1042466642
79,2022,376,362661510906,8969000,92.8,42434499.55427340,1752548.2468137200,293.3451537,1.43E-05,0.00017542969,7.84E-07,16.92465248,0.1647580252
80,2022,682,774467507888,35796000,84.7,173864625.43429300,14094036.342212800,299.3777675,3.5E-06,0.0004211537733,1.88E-06,15.95504824,0.2665298865
81,2022,710,353614686607,59996000,68.3,228168759.9462810,57525427.870436800,294.2591526,2.21E-05,0.0004211500856,1.88E-06,19.93215816,0.1088660582
82,2022,100,61096253573,6844000,76.4,25854627.334163000,23210992.784827000,285.4752452,2.41E-05,0.000421162026,1.88E-06,17.42722435,0.1487616718
83,2022,642,231519997107,19202000,54.5,73974861.79487720,62918193.47683720,283.9123914,2.8E-05,0.0004211596891,1.88E-06,16.96215405,0.1471521187
84,2023,36,1627149154533,26287000,86.6,189030870.45013100,294105593.18273600,295.1476205,1.76E-05,0.000423809555,1.88E-06,22.8840224,0.09009838195
85,2023,40,426568646212,8841000,59.5,57874669.27062220,23377944.345953200,284.4704378,3.26E-05,0.0004238050113,1.88E-06,17.33483681,0.1254607956
86,2023,56,509084588836,11749000,98.2,84778604.69255890,8900014.294647910,286.0015461,3.04E-05,0.0004238032341,1.88E-06,18.36182842,0.1157967268
87,2023,124,1735498764780,38557000,81.9,315802410.79624900,546199872.9157360,272.8411227,2.48E-05,0.0004238004142,1.88E-06,11.08785642,0.05827894905
88,2023,203,225269313796,10628000,74.6,60818072.23053440,25553787.38825880,284.779723,3.08E-05,0.0004238055621,1.88E-06,17.96373161,0.1276746851
89,2023,208,353978119471,5866000,88.5,40654735.64242030,22672640.133383600,280.0852261,4.17E-05,0.0004238062598,1.88E-06,13.64945247,0.08550496537
90,2023,246,265384848524,5635000,85.8,33623207.729016600,67332046.72435190,275.9959689,2.52E-05,0.0004238188135,1.88E-06,11.44065843,0.08100350949
91,2023,250,2684885668122,66405000,81.8,295489378.42695900,160225128.31580800,286.0115507,3.23E-05,0.0004238053241,1.88E-06,17.73894884,0.1174180865
92,2023,276,3746094062385,82557000,77.8,388543161.0990710,122910621.53732500,284.9153976,3.48E-05,0.0004238043176,1.88E-06,17.68872812,0.1183272176
93,2023,300,210427479107,11012000,80.7,43681042.66722060,13054398.835203900,288.1410357,2.26E-05,0.0004238148508,1.88E-06,16.77838278,0.153287335
94,2023,348,159484684245,9515000,72.9,36698360.18405760,26616102.957712300,283.8205096,3.3E-05,0.0004238053478,1.88E-06,17.09135747,0.1401091069
96,2023,372,432954893719,4997000,64.5,26361831.29542420,14881495.11353050,284.7993294,4.92E-05,0.0004238016636,1.88E-06,17.20578821,0.1210727074
97,2023,380,1931788460629,58833000,72.0,267619971.2966440,50563732.92609010,286.0903959,3.3E-05,0.0004238074286,1.88E-06,16.3368902,0.1147103328
98,2023,392,4623373200267,125259000,92.0,615637163.7912540,73079546.46413520,283.2856955,3.82E-05,0.0004238116437,1.88E-06,18.31046033,0.1775756165
99,2023,410,1781043181868,51959000,81.5,348310293.2487450,32890831.596133200,285.2732194,2.59E-05,0.0004238098334,1.88E-06,18.13797644,0.2509269323
100,2023,442,75150531236,627000,92.1,7842047.37371985,706560.6558454370,286.4098935,3.19E-05,0.000423805905,1.88E-06,18.8268086,0.1212164886
101,2023,484,1305931729746,138323000,81.6,323411283.0959610,146462908.95077900,296.1035994,3.77E-05,0.0004238064964,1.88E-06,30.94188499,0.08103646217
102,2023,528,876367706456,17325000,93.2,109242519.16852600,13274235.7668104,285.3396486,3.28E-05,0.0004238030181,1.88E-06,17.84614138,0.1149035249
103,2023,554,227825902558,4955000,87.0,25945770.169775600,41674225.24434920,288.0742588,4.55E-05,0.000423806117,1.88E-06,18.73857038,0.0897228983
104,2023,578,439686599270,5604000,84.0,30769703.564341300,37046447.553350600,277.7687994,3.1E-05,0.0004238157038,1.88E-06,11.72227159,0.08720608933
105,2023,616,621007387295,37627000,60.2,182787544.9220780,76780758.52758320,283.6193619,3.03E-05,0.0004238052768,1.88E-06,16.83615802,0.1189799009
106,2023,620,230398898603,10114000,67.9,49469285.37230350,13585852.762891300,288.095177,3.99E-05,0.0004238114762,1.88E-06,19.58251399,0.1293583154
108,2023,724,1363452999855,46387000,81.6,257750568.5809060,70678091.95794400,287.8986058,3.44E-05,0.0004238108983,1.88E-06,18.90102895,0.1235222707
109,2023,752,584365105535,10315000,88.7,60060982.545388400,90684749.12548560,278.4084835,2.99E-05,0.0004238148217,1.88E-06,12.306299,0.08224071758
110,2023,756,796185019870,8846000,74.2,37820354.58036410,8618652.20321938,292.850057,3.9E-05,0.0003885971989,1.72E-06,25.45874029,0.1405577182
111,2023,792,1169346244083,85404000,77.5,298775517.6508230,110469366.60872200,285.4133292,2.77E-05,0.0004238105132,1.88E-06,14.90036582,0.1525645584
112,2023,826,3306273335479,68405000,84.6,272825966.68132800,71083129.06103800,284.8994056,4E-05,0.0004238023358,1.88E-06,17.26324209,0.1158236987
113,2023,840,21747914508812,338524000,83.3,2885705453.2125300,1127134344.0993400,286.4362654,3.48E-05,0.0004238035471,1.88E-06,18.94736359,0.06530935148
114,2023,32,581763680201,46707000,92.5,152879655.95104100,291528277.68151400,287.5952642,2.5E-05,0.0004238068119,1.88E-06,16.01743693,0.08187443257
115,2023,76,1914931528740,217937000,87.8,579700558.9052160,1791609014.9516200,296.3832893,5.65E-05,0.0004238100844,1.88E-06,36.44329309,0.1103115183
116,2023,152,285077084718,18859000,88.0,85000511.02222810,63224873.11825700,285.5085505,3.07E-05,0.0004238055871,1.88E-06,12.93694925,0.07434861826
117,2023,156,17603172533183,1434676000,64.6,6834219177.528890,1412754565.5790400,281.7674354,2.5E-05,0.000423808564,1.88E-06,15.66621203,0.2242706902
118,2023,170,343329802238,51244000,82.4,97045351.49190020,169480921.6168960,298.8748444,9.15E-05,0.0004238087012,1.88E-06,46.29252757,0.1317859263
119,2023,356,3235543252514,1425158000,36.4,1884911791.2165900,622222582.0093490,290.7591554,2.61E-05,0.0004238114113,1.88E-06,24.47121166,0.3722092257
120,2023,360,1219200094247,279934000,58.6,521770014.1988160,341484925.520258,301.0979433,9.6E-05,0.0004238074468,1.88E-06,54.25563635,0.1066246657
121,2023,376,373646241387,9096000,92.9,42419175.16356970,1707663.2921776100,293.2309794,1.68E-05,0.0001766618443,7.81E-07,17.1330717,0.1819406404
122,2023,682,805162296752,36311000,85.0,179015485.1095540,14173128.480766900,298.7150617,4.1E-06,0.0004238083648,1.88E-06,15.30439007,0.2818640294
123,2023,710,371698762354,60611000,68.8,231081282.21918600,57797426.918987200,293.6824936,2.26E-05,0.0004238088693,1.88E-06,19.90535929,0.105265011
124,2023,100,63587882889,6794000,76.7,26274035.447516500,23428652.545231200,285.8230006,2.19E-05,0.0004238082117,1.88E-06,16.98221627,0.1385974467
125,2023,642,241361314149,19110000,54.7,79508656.46840310,66134465.59950880,283.8897164,3E-05,0.0004238068253,1.88E-06,16.8149475,0.1368325017
126,2024,36,1674265222110,26573000,86.8,191071870.0164010,294447258.5773710,295.1811045,1.72E-05,0.00042639518,1.87E-06,22.02796713,0.08675707939
127,2024,40,432115945943,8861000,59.8,57603767.452990700,23318682.291220000,284.5992093,2.73E-05,0.0004263887184,1.87E-06,17.14071391,0.1118647626
128,2024,56,515505316558,11784000,98.2,84841180.32461670,8880833.343764690,285.9371171,3.11E-05,0.0004263910904,1.87E-06,18.16467823,0.1029789241
129,2024,124,1767389954618,38867000,82.0,318175771.654359,547669307.8151850,272.8996526,2.64E-05,0.0004263933464,1.87E-06,11.08982912,0.05861524831
130,2024,203,231552232316,10622000,74.7,60913950.21684690,25828088.655805800,285.1159495,2.58E-05,0.0004263916744,1.87E-06,17.82156826,0.1148630209
131,2024,208,359439721371,5890000,88.6,40934549.17372920,22607361.87421480,280.7011145,4.84E-05,0.0004263862784,1.87E-06,14.34994279,0.08856211511
132,2024,246,268692761650,5653000,85.9,33585188.19601210,67184201.96030630,275.9323012,3.18E-05,0.0004263962716,1.87E-06,11.83866338,0.08177014583
133,2024,250,2722126974801,66625000,82.0,294290257.20947100,163332711.0326940,286.0344332,3.04E-05,0.0004263912195,1.87E-06,17.76454278,0.1010975706
134,2024,276,3786265810310,82506000,77.9,388735798.96699500,126690471.92425900,285.0376406,3.44E-05,0.0004263902556,1.87E-06,17.67582111,0.1091881016
135,2024,300,216273076871,10978000,81.0,44018748.7419901,13400441.28002150,288.3243845,2.19E-05,0.0004263872547,1.87E-06,16.51326143,0.1359651769
136,2024,348,164567068329,9477000,73.2,36708442.67512350,25354167.88997360,284.3607419,2.56E-05,0.000426386451,1.87E-06,16.90350495,0.1244354245
138,2024,372,445083889951,5031000,64.8,26367471.407175600,14790186.225662000,284.7782273,5.1E-05,0.0004263913347,1.87E-06,17.26703206,0.1195560772
139,2024,380,1950344950834,58728000,72.3,269131612.5292790,50048469.7034104,286.4149202,2.77E-05,0.0004263824935,1.87E-06,16.23493972,0.1085168338
140,2024,392,4657995399665,124796000,92.1,616773783.6505070,72754673.43851280,283.5767868,4.11E-05,0.0004264018821,1.87E-06,19.32678838,0.1949833411
141,2024,410,1828495775078,52093000,81.5,353943401.7346330,32762773.28653620,285.0139614,3.99E-05,0.0004264033853,1.87E-06,19.21840512,0.2815007948
142,2024,442,77172093779,634000,92.3,7830440.203505800,700687.3654138360,286.1887885,3.2E-05,0.0004263939231,1.87E-06,18.55851833,0.1024958769
143,2024,484,1362203381416,139744000,81.9,327273084.0054350,146581256.47275600,296.5922522,3.1E-05,0.0004263947352,1.87E-06,29.99122181,0.0763139473
144,2024,528,890045316002,17371000,93.5,110886301.45854800,13001448.72926290,285.3953045,3.39E-05,0.0004263908181,1.87E-06,17.74047698,0.1065763909
145,2024,554,233318625068,4994000,87.1,26165046.745897000,41696134.920633300,288.4524074,3.14E-05,0.0004263935276,1.87E-06,18.08828881,0.08544825644
146,2024,578,444831829987,5656000,84.3,30806327.66892530,37065577.04009260,277.8761443,3.56E-05,0.0004263935118,1.87E-06,12.16136283,0.0879493087
147,2024,616,636713038902,37504000,60.3,186699183.01984100,76058993.68622510,284.2620252,3.01E-05,0.0004263890795,1.87E-06,17.01217074,0.1099726907
148,2024,620,236073331024,10081000,68.4,49810948.41815180,13620971.712515300,287.9772758,3.69E-05,0.0004263922804,1.87E-06,20.24343126,0.1200808752
150,2024,724,1389265378856,46346000,81.8,253172634.3444490,71233226.82997830,287.9033186,3.06E-05,0.0004263932593,1.87E-06,19.68336009,0.1140932187
151,2024,752,596215985689,10376000,89.0,60052678.758744300,90176515.79384790,278.7466245,3.56E-05,0.0004263923805,1.87E-06,12.96715525,0.08187810217
152,2024,756,808646039093,8901000,74.3,38010991.7369623,8634208.221237110,293.658212,1.87E-05,0.000426381887,1.87E-06,23.92017742,0.1325334337
153,2024,792,1233220540438,85752000,77.9,303023966.6789130,111349665.50852700,285.6611205,2.48E-05,0.0004263922199,1.87E-06,14.53183683,0.1333925619
154,2024,826,3355774377809,68745000,84.9,271864557.539165,71155970.46865600,284.8770868,4.17E-05,0.0004263910919,1.87E-06,17.3324875,0.1091891255
155,2024,840,22091941121638,340895000,83.5,2921895042.311270,1121841530.450630,287.3066597,3.63E-05,0.0004263944914,1.87E-06,19.65410273,0.06691725805
156,2024,32,606793424786,47096000,92.6,155447660.32863200,294521480.2789870,287.3111922,2.84E-05,0.0004263911981,1.87E-06,16.61045407,0.08313294539
157,2024,76,1968784154830,219182000,88.0,582253885.6225030,1790155782.4495000,296.6247404,5.46E-05,0.0004263943916,1.87E-06,36.54032945,0.1047975766
158,2024,152,294222800414,18981000,88.1,86130587.2612042,63180052.208385400,285.2802944,3.27E-05,0.0004263925302,1.87E-06,13.2112258,0.07208193399
159,2024,156,18392531009467,1436995000,65.5,7025615722.614220,1426849887.8412200,281.6517616,2.52E-05,0.0004263940202,1.87E-06,15.51877236,0.239121961
160,2024,170,354018674303,51556000,82.7,99692016.23166760,170883504.79516300,298.8720573,8.8E-05,0.0004263951127,1.87E-06,46.5366455,0.1227126063
161,2024,356,3481014268372,1438635000,36.9,1932855903.1905200,629452532.440678,291.2206197,2.71E-05,0.0004263956847,1.87E-06,24.80600962,0.3937647439
162,2024,360,1302970494595,282377000,59.2,540666935.7616390,343818142.55741600,300.7620057,8.53E-05,0.0004263954133,1.87E-06,51.91419054,0.1129701461
163,2024,376,383699885394,9222000,92.9,42399851.74538570,1692098.2770368500,293.5804521,1.53E-05,0.000177599543,7.79E-07,16.46715376,0.1561287053
164,2024,682,833224434920,36809000,85.2,180338800.54966000,14252626.530548800,299.0195433,6.43E-06,0.0004263972886,1.87E-06,16.58023882,0.2682897549
165,2024,710,389877226934,61209000,69.3,234024278.39982100,57838795.79951560,294.0160263,1.95E-05,0.0004263945466,1.87E-06,19.85591072,0.1023430777
166,2024,100,65625154915,6745000,77.0,26361291.55303730,23305674.101701000,286.3475414,1.76E-05,0.0004263823574,1.87E-06,16.79089569,0.1255629674
167,2024,642,249858926034,19019000,54.9,84049127.46992820,64240629.327107700,284.7032208,2.3E-05,0.0004263860122,1.87E-06,16.69498441,0.1238763334
168,2025,36,1720269398940,26857000,86.9,192960417.89012600,293832587.1103770,295.4951569,1.8E-05,0.0004289177632,1.86E-06,23.58120578,0.08418616892
169,2025,40,436729597129,8879000,60.1,58719019.81329280,23208557.15049260,284.2174479,3.25E-05,0.0004289223302,1.86E-06,17.05005418,0.1131054714
170,2025,56,521717792946,11819000,98.3,85505265.04145390,8999730.839805110,285.3009407,2.66E-05,0.0004289236507,1.86E-06,17.22554012,0.1037347286
171,2025,124,1796820091030,39173000,82.1,320460851.7465040,547892865.5790890,272.979131,2.55E-05,0.000428921905,1.86E-06,11.2519743,0.05710329429
172,2025,203,237126044351,10613000,74.9,60994375.82516650,26002459.45315880,284.3066144,2.85E-05,0.0004289192242,1.86E-06,17.08732761,0.1127995417
173,2025,208,364498323909,5913000,88.8,41177678.650373300,22602162.8974084,279.0585699,3.96E-05,0.0004289155258,1.86E-06,13.09011382,0.07751161496
174,2025,246,271835118092,5669000,86.0,33563224.3258073,67389106.74335450,274.8755199,2.31E-05,0.0004289136458,1.86E-06,10.81029114,0.07517928602
175,2025,250,2756057663984,66842000,82.3,297220270.3916360,165737920.39264900,285.9649461,3.75E-05,0.0004289206859,1.86E-06,18.30260799,0.1077845441
176,2025,276,3815636566004,82455000,78.0,388928436.8349200,128142830.61493400,284.3560684,3.3E-05,0.0004289181244,1.86E-06,16.92405525,0.1067477482
177,2025,300,221600259979,10945000,81.3,44401161.796554,13388700.055332800,288.5927171,2.66E-05,0.0004289183865,1.86E-06,17.83262658,0.1402648241
178,2025,348,168999604324,9439000,73.5,36715059.52304480,26387457.960421700,283.7359765,3.08E-05,0.0004289230785,1.86E-06,16.73859569,0.1191469953
180,2025,372,456680240723,5064000,65.1,26834351.73414140,14713742.356986800,284.6081607,4.12E-05,0.0004289208832,1.86E-06,16.23478492,0.1180716925
181,2025,380,1966072997467,58623000,72.6,270820507.711109,50265955.79946460,286.3575748,3.9E-05,0.0004289234434,1.86E-06,17.12524318,0.1042683303
182,2025,392,4685166418636,124310000,92.2,621455503.1890820,72444188.1678766,283.771903,3.91E-05,0.0004289187547,1.86E-06,18.90324207,0.179863909
183,2025,410,1870745020247,52219000,81.6,359507673.8065120,32782477.89735000,285.6945366,2.07E-05,0.0004289163218,1.86E-06,17.34591096,0.2526754303
184,2025,442,78982106848,642000,92.4,7922646.052004770,688862.8465966410,285.7231907,3.21E-05,0.0004289192653,1.86E-06,18.19210015,0.1128617594
185,2025,484,1412127401190,141132000,82.1,331507389.0613210,146701241.97326400,295.8504542,3.01E-05,0.0004289178063,1.86E-06,29.45971705,0.07639518052
186,2025,528,902179254556,17414000,93.7,112383668.4424930,13117643.187167700,284.6780713,2.89E-05,0.0004289223495,1.86E-06,16.63582607,0.1022751607
187,2025,554,238493240301,5032000,87.2,26384307.155548100,41635620.00570000,288.1938129,3.37E-05,0.0004289168725,1.86E-06,18.54463095,0.08527560092
